saleid,productid,itemsize,quantity,saleprice
193315,1359,12,1,101.2
193316,47,10,2,96.45
193316,579,9,1,64.99
193316,854,10.5,2,92
193316,1317,11,1,33.83
193317,151,6,1,39.55
193318,8,9.5,2,71.2
193318,360,10,1,117.6
193318,1319,8,1,60.99
193319,1291,9.5,1,62.4
193320,7,9.5,1,65.75
193320,374,6,1,84.99
193320,539,10,2,67.49
193320,578,11.5,2,37.99
193321,21,10.5,1,90
193321,281,11.5,1,90
193321,427,12,1,53.99
193321,722,11,1,65.55
193321,1128,8,1,69.75
193321,1313,10,1,27.59
193322,996,7,2,20.78
193323,342,6,1,43.55
193324,223,7.5,1,29.99
193324,621,12,1,12.73
193324,679,6.5,1,36.26
193324,915,9.5,1,80
193324,925,10.5,1,55.1
193324,1207,10,1,53.99
193325,315,8,1,55.2
193325,735,11.5,1,49.49
193325,869,9.5,1,72.54
193325,1094,10,1,23.74
193325,1261,12,1,29.09
193326,242,11,2,32.66
193327,1280,11.5,1,105.29
193328,85,11.5,1,71.53
193328,104,9,1,36.89
193328,376,6.5,1,45.58
193328,448,7,1,11.95
193328,702,11,2,36.25
193328,710,9,1,27.99
193328,1277,9.5,1,97.51
193329,219,10,1,23.75
193329,396,7.5,2,23.99
193329,401,12,1,20.45
193329,922,11.5,1,39.35
193329,1089,11.5,1,64.35
193329,1420,10.5,1,31.84
193329,1435,12,1,63.7
193330,811,10.5,1,55.19
193331,376,6,1,46.99
193332,103,7.5,1,89.1
193332,147,5.5,1,31.99
193332,352,11,1,81.6
193332,721,10.5,2,34.95
193332,856,11,2,64.98
193332,965,8,1,27.99
193332,1200,9,1,54.6
193333,1215,11,1,63.7
193334,446,10,1,79.05
193334,1192,9.5,1,34.99
193334,1280,11.5,1,114.65
193334,1389,5.5,1,47.03
193335,74,8,1,73.71
193335,980,10.5,1,42.99
193335,1006,12,1,67.5
193335,1092,8,2,28.99
193335,1295,12,1,101.51
193336,550,12,1,63.05
193336,615,9.5,1,41.39
193336,909,9.5,1,44.64
193336,915,9.5,1,76.8
193336,1052,9.5,1,57.6
193336,1111,6.5,1,50.99
193337,272,8.5,1,84.6
193338,1428,7.5,1,26.38
193339,692,10,2,26.31
193340,822,11,1,33.99
193340,884,10.5,1,86.32
193340,971,8,1,15.67
193340,1100,7,1,31.67
193340,1296,7.5,1,61.37
193341,233,10.5,2,50.05
193341,318,11,1,53.35
193341,374,5.5,1,84.99
193341,420,9.5,1,61.75
193341,1212,9,1,63.35
193341,1243,10,1,35.51
193342,789,8.5,2,36.8
193343,717,11.5,1,82.76
193344,52,10.5,1,57.65
193344,360,9.5,1,108
193344,416,11,1,20.01
193344,925,12,1,56.84
193345,585,7,1,21.99
193345,588,11,1,38.4
193345,662,8.5,1,27.83
193345,775,9,2,56.72
193345,1181,11.5,1,45.07
193345,1400,11.5,1,68.39
193346,868,11,1,68.08
193346,1126,7,1,31.61
193346,1231,6,1,16.65
193346,1358,10.5,1,51.69
193347,143,10,2,18.61
193347,317,11,1,49
193347,612,11,1,79.99
193347,696,12,1,60.45
193347,963,11,1,63.69
193347,1072,8,2,16.91
193348,162,10.5,1,44.15
193348,546,12,2,94.5
193348,1282,9.5,1,78.71
193348,1296,9.5,1,57.03
193348,1398,11.5,1,64.99
193348,1400,12,1,71.99
193349,495,8,2,65.8
193349,816,10,1,87.22
193349,869,9,1,74.1
193349,926,11.5,1,54.52
193349,1005,11.5,1,77.6
193349,1358,10.5,2,52.24
193350,139,10.5,2,44.99
193350,163,6,1,23.75
193350,300,10.5,1,51.29
193350,456,6,1,23.75
193350,714,6,1,19.99
193351,7,10,1,64.35
193352,213,8.5,2,26.67
193352,314,12,1,52.8
193352,345,10,2,69.3
193352,915,8,1,80
193352,924,11,1,49.99
193353,92,9.5,2,21.15
193354,1225,9.5,1,46.99
193355,74,10,1,75.99
193355,708,10,1,23.03
193355,811,9,1,58.79
193355,1206,12.5,1,59
193356,1398,11.5,1,63.04
193357,1104,11,2,55.2
193358,254,8.5,1,39.35
193358,943,9,1,28.41
193358,1087,12,2,60.45
193359,236,7.5,1,15.99
193359,712,8.5,2,31.03
193359,736,6,1,10.88
193359,985,12,1,50.05
193359,1086,9.5,1,69.3
193359,1206,12.5,1,59
193360,242,11,2,30.35
193360,518,8,1,96.99
193360,519,10,1,50.39
193360,599,9.5,2,40.03
193360,1071,10,1,30.06
193361,173,7,2,21.15
193361,500,10,1,52.79
193361,681,7.5,1,36.8
193361,898,10.5,1,71.24
193361,1226,10,1,68
193362,193,8.5,1,13.85
193362,266,9,1,19.1
193362,1094,9,1,22.99
193362,1110,9,1,34.29
193362,1250,12,2,63.7
193363,680,10,2,24.24
193363,696,11,1,61.75
193363,752,10,1,30.35
193363,968,8,1,31.99
193363,1005,12,1,80
193363,1090,5.5,2,62.4
193364,269,12,2,50
193364,494,11.5,1,59.99
193364,809,10.5,1,31.99
193364,1215,7,1,63.7
193365,213,11,1,27.54
193365,264,11,1,18.6
193365,703,5,1,43.11
193365,812,9.5,1,52.99
193365,915,9.5,1,79.2
193365,1005,11.5,1,76
193365,1390,5.5,1,36.26
193366,376,6.5,1,42.76
193366,573,10,1,43.23
193366,813,12,1,48.49
193366,1104,9.5,2,54.6
193366,1178,9,1,52.43
193366,1266,10,1,28.49
193367,122,8.5,1,30.68
193367,530,7,1,69
193367,658,8,1,36.65
193367,987,9,1,25.73
193367,1340,10.5,1,73.31
193368,396,7,1,21.59
193369,42,10,1,27.6
193370,529,11,1,65.51
193370,645,8,1,40
193370,902,9.5,1,55.79
193370,916,10,1,68.25
193370,916,11.5,1,67.5
193370,990,7.5,1,33.66
193370,1319,7.5,1,57.94
193371,909,10.5,1,45.11
193372,555,12,1,64.35
193372,725,8,1,22.55
193372,815,10.5,1,104.5
193372,1083,11.5,1,47.49
193373,730,8.5,1,36.26
193374,408,7.5,1,94
193375,594,11.5,1,129.71
193375,948,7.5,1,20.92
193375,1265,10,2,32.33
193375,1269,9,1,87.11
193375,1432,9.5,1,43.69
193376,638,8.5,1,22.49
193377,92,12,1,21.15
193378,312,6,1,55.99
193379,662,7.5,1,28.99
193379,915,9.5,1,80
193379,1089,9,1,65
193379,1361,7,2,45.56
193380,597,10,1,40.03
193380,1176,10.5,2,85
193380,1420,10,1,32.54
193381,361,9,1,104.33
193381,925,7,1,58
193381,1147,9.5,1,77.27
193382,329,12,1,65.79
193382,616,10,1,24.24
193382,849,10.5,1,80
193382,1050,11,1,47.83
193382,1358,11.5,1,52.24
193383,854,9.5,1,100
193384,304,9,1,55
193384,374,8,2,84.14
193384,416,11,1,21.99
193384,615,11,1,44.99
193385,1181,12,1,45.99
193386,1305,7,2,13.85
193387,9,11.5,1,67.46
193387,1009,9,1,66.63
193387,1079,10.5,1,50.39
193387,1165,6.5,1,18.99
193388,412,6.5,1,24.99
193389,113,10,2,85.5
193389,308,12,1,58.2
193389,615,10,1,41.39
193389,675,9.5,1,21.59
193389,1315,11,2,41.39
193390,361,8.5,1,110.99
193390,506,6,1,14.99
193390,710,7.5,1,26.31
193390,1215,10,1,69.3
193391,1420,12,1,32.19
193392,570,8.5,1,95
193392,916,11,1,69.75
193392,1154,7,1,11.87
193393,1434,11.5,1,78.4
193394,434,12,2,68.25
193395,1213,11,1,64.4
193395,1265,10.5,1,32.66
193396,591,6,1,31.01
193397,352,10,1,76.5
193398,40,12,1,33.95
193398,250,10.5,1,61.99
193398,461,9,2,21.83
193399,21,8.5,1,84.6
193399,454,7.5,1,21.84
193399,916,12,1,69
193399,982,8,1,21.15
193400,901,10.5,1,97.36
193401,1295,9.5,1,104.75
193402,172,6,1,17.47
193403,335,9,1,85.5
193403,577,9,1,42.29
193403,942,6,2,44.99
193403,1239,7,2,28.49
193403,1255,10.5,1,70.28
193403,1296,9.5,2,60.13
193404,270,11,1,22.5
193405,1001,9,1,64.35
193406,1130,9.5,2,117.6
193407,77,7.5,1,86.99
193407,185,6.5,1,11.27
193407,496,11.5,1,58.5
193407,1072,6.5,1,17.09
193407,1341,6.5,2,22.74
193408,147,7.5,1,30.71
193408,1033,12,1,55.2
193408,1045,10,2,41.99
193409,666,7.5,2,18.19
193409,755,8,1,39.99
193409,826,9,1,14.54
193409,1094,11,1,22.49
193410,1181,7.5,1,45.99
193411,476,7,1,22.31
193412,915,12,2,72.8
193412,1265,10.5,1,31.34
193412,1315,9.5,2,41.84
193413,144,11,1,33.29
193413,421,9,2,23.99
193413,594,9.5,1,139.58
193413,854,9.5,1,92
193413,1206,10,1,53.1
193413,1206,12,1,55.46
193414,705,10,1,28.99
193414,767,10.5,1,65
193414,943,11,1,28.7
193414,1255,10,1,69.57
193414,1358,8.5,1,49.49
193415,5,11.5,1,74.2
193415,233,11,1,53.9
193415,915,11,1,72
193415,1279,11.5,1,99.74
193416,196,7,1,21.38
193416,1230,9.5,1,32.89
193417,316,12,1,51.7
193418,455,12,1,27.89
193418,692,11,1,25.19
193418,1049,12,1,61.1
193418,1174,7.5,1,54.51
193418,1189,9,1,110
193418,1199,6,1,18.39
193419,173,9,1,21.84
193420,1,11.5,1,93.99
193421,865,12,1,73.71
193422,915,10.5,1,80
193423,1143,11.5,2,114
193424,34,10,1,152
193424,97,12,1,39.99
193424,694,8.5,1,47.69
193424,1074,11.5,1,54.14
193424,1395,5,1,63.99
193425,1422,8,2,16.14
193426,239,7,1,17.81
193426,519,10,2,53.75
193426,599,10.5,1,43.11
193426,769,10.5,1,10
193427,609,12,1,58.79
193427,632,10,2,23.99
193427,863,7,1,68.61
193428,954,10,1,26.99
193428,1040,8.5,2,11.99
193429,230,8,1,44.54
193429,244,9,1,68.25
193429,526,7,1,18.39
193429,1068,11,1,45.99
193429,1110,8,1,31.84
193429,1305,7,1,13.29
193429,1436,11.5,2,63.7
193430,1147,10.5,1,83.15
193431,131,11.5,1,80.08
193432,844,11,1,48.01
193432,887,9.5,1,75.65
193432,1039,9.5,1,36.99
193432,1219,8,1,70
193433,537,10,1,61.37
193434,194,9,1,18.99
193434,660,6.5,2,30.37
193434,1121,7,1,40.99
193434,1152,9,1,29.13
193434,1360,9.5,1,47.69
193435,1206,11.5,2,55.46
193436,916,10.5,1,69.75
193437,338,11,1,17.99
193437,456,9,2,22.79
193437,811,11,1,55.79
193437,1270,11.5,1,60.15
193438,868,12,1,68.08
193439,798,12,1,38.69
193440,54,8.5,1,90
193440,244,11.5,1,70.5
193440,738,9,1,22.53
193440,869,9.5,1,72.54
193440,918,9,1,42.74
193440,1176,11,1,83.3
193441,726,7,1,39.99
193442,87,9.5,1,14.84
193442,861,11.5,1,97.65
193442,1266,12,1,29.99
193443,72,10.5,1,67.67
193443,220,11,1,23.51
193443,266,7.5,1,19.94
193443,636,7.5,1,18.99
193443,971,7.5,2,15.03
193443,1375,10,2,34.19
193444,552,7,1,54.99
193444,1045,11,1,41.99
193444,1186,10.5,1,66.5
193444,1228,9,1,43.7
193444,1290,11,1,95.05
193444,1357,11.5,1,48.99
193445,260,6.5,1,18.19
193445,443,11,1,63.99
193445,915,11.5,1,73.6
193445,920,6,1,13.15
193446,31,9.5,1,60.45
193446,50,8,1,54.51
193446,93,10.5,1,48.99
193446,137,12,1,75
193446,347,10.5,2,50.95
193446,428,8.5,1,31.84
193446,1382,5,1,67.99
193447,1265,8.5,1,32.33
193448,1168,8.5,1,68.3
193449,1295,12,1,107.99
193450,130,8.5,2,22.53
193451,97,9.5,1,39.99
193451,417,9,1,29.99
193451,417,12,1,27.59
193451,915,10.5,2,77.6
193451,1317,9.5,1,35.99
193452,131,10,1,87.12
193452,428,8.5,1,32.89
193452,477,6.5,1,16.55
193452,649,9,1,68.6
193452,1094,7.5,1,22.99
193452,1370,8,1,99.99
193453,223,11,1,29.69
193453,373,11,1,28.7
193453,479,7,1,32
193453,965,7,1,26.87
193453,971,9,2,15.99
193453,1207,9.5,1,58.79
193454,178,12,1,48.35
193454,204,10,2,34.99
193454,719,11.5,1,64.35
193454,1298,7,1,16.99
193455,1255,11,1,69.57
193456,352,11.5,1,79.9
193457,1280,11,1,105.29
193458,124,7,1,22.53
193458,496,10.5,1,64.35
193458,559,12,1,68.24
193458,1315,12,1,44.09
193459,771,11,1,29
193459,816,8.5,1,82.77
193459,1171,10.5,1,40.58
193459,1379,12,1,171
193459,1435,10.5,1,58.5
193459,1436,10.5,1,65
193460,275,9.5,1,36.39
193461,954,8.5,1,29.99
193462,311,8,1,54.45
193463,1302,7,1,40.91
193464,24,10,1,75.2
193464,485,9.5,1,76.8
193464,501,9,1,23.74
193464,1344,5.5,1,20.99
193465,204,6,1,32.19
193465,248,7,1,22.99
193465,436,9.5,2,73.5
193465,731,9.5,1,11.75
193465,935,11.5,1,76.8
193466,67,10.5,1,78.25
193466,548,9.5,1,81
193466,622,8.5,1,47.49
193466,854,10.5,1,92
193466,869,10.5,1,76.44
193466,915,8,2,77.6
193467,36,10,1,45.99
193467,44,6,1,22.74
193467,192,9.5,1,38.99
193467,651,12,2,49.99
193467,679,7.5,1,38.21
193467,916,11.5,1,74.25
193467,1353,11,1,57.59
193468,274,10.5,1,90
193468,963,8.5,2,64.99
193468,1024,8.5,1,21.77
193469,391,9,1,34.95
193470,74,9.5,1,68.39
193470,470,6.5,1,39.47
193470,583,11,1,45.6
193470,853,11,1,92.16
193470,968,9,1,31.99
193470,1340,11,1,77.99
193470,1436,11.5,1,58.5
193471,1001,11.5,1,58.5
193471,1094,7.5,1,24.99
193471,1408,7,1,51.51
193472,274,11,1,90
193472,735,11.5,1,49.99
193472,739,8.5,1,44.58
193472,773,11,1,77.27
193472,774,8.5,1,15.29
193472,1323,9,1,26.03
193473,818,10,1,33.31
193474,669,7.5,1,40.99
193474,854,11.5,1,99
193474,1038,12,1,116.39
193474,1134,7.5,1,81.99
193474,1266,10,2,27.59
193475,435,11,1,82.45
193475,669,8,1,38.94
193475,780,9.5,1,91
193475,967,11,1,35.71
193475,1128,12,1,72.75
193476,442,9.5,2,48.95
193476,446,12,1,79.9
193476,622,11.5,1,44.99
193476,793,7.5,1,17.99
193476,1087,9,1,60.45
193477,1060,11.5,2,51.15
193477,1079,10.5,1,50.39
193477,1226,8,1,68
193478,274,8.5,1,87.3
193478,338,7.5,2,16.19
193478,729,10,2,59.15
193478,1194,11.5,1,69.84
193479,46,12,2,27.89
193479,324,7.5,1,34.99
193479,1044,9,1,15.83
193480,567,10,1,27.71
193481,27,9.5,1,63.05
193481,366,11.5,1,59.8
193481,408,9.5,1,100
193481,986,9,1,49.46
193481,1179,9,1,91.99
193482,4,10,1,127.4
193483,236,9.5,1,15.67
193483,428,8.5,1,34.99
193483,1165,7,1,18.04
193484,1265,10,1,32.99
193485,259,8.5,1,22.53
193486,182,8.5,1,25.47
193486,219,10,1,22.07
193486,936,10.5,1,46.55
193486,1428,6.5,1,28.99
193487,422,11,1,36.79
193488,136,11,1,92.15
193489,150,6.5,1,20.78
193490,879,10.5,1,73.31
193491,351,10.5,1,86.4
193491,766,10.5,2,65
193491,789,8,1,38.4
193491,1420,10.5,1,33.94
193492,822,9,1,32.63
193492,984,8,1,53.35
193492,1104,9,1,57.6
193492,1250,10.5,1,63
193493,948,10,1,22.07
193494,316,12,1,55
193494,335,10.5,1,89.3
193494,811,10.5,1,56.99
193494,946,9,1,67.62
193494,1104,10.5,2,58.8
193495,131,9,1,85.36
193496,284,5.5,1,29.69
193496,492,11.5,1,49.49
193496,719,12,1,58.5
193496,730,9,1,36.65
193496,1081,11.5,1,54.27
193496,1255,9.5,1,68.86
193497,97,9.5,2,35.99
193497,446,11,1,78.2
193497,448,9,1,12.99
193497,1136,6,1,56.39
193497,1342,6.5,2,34.57
193498,131,8.5,2,79.2
193498,272,10.5,1,81
193498,338,10,1,17.27
193498,366,11.5,2,61.75
193498,925,9.5,1,56.84
193498,1255,11,2,69.57
193499,1212,11.5,1,60.05
193500,3,9.5,1,50.05
193500,539,10,2,70.49
193500,925,12,1,52.2
193500,967,9,1,34.19
193500,1090,7.5,1,59.15
193500,1296,8,1,61.99
193500,1435,7,1,65
193501,42,12,1,28.8
193501,199,7.5,1,15.51
193501,280,8.5,1,90
193501,761,10.5,1,36.39
193501,886,12,1,54.51
193502,409,10,1,92.06
193503,274,11.5,1,86.4
193504,539,9.5,2,68.24
193505,797,7.5,1,20.23
193506,860,10.5,1,79.2
193507,105,7.5,1,35.09
193507,131,12,1,87.12
193507,276,11.5,1,67.9
193507,281,8.5,2,92
193507,1175,6,2,29.75
193507,1336,10,1,48.01
193508,58,9.5,1,97
193509,710,11,1,26.59
193509,903,11.5,1,60.99
193509,1009,7.5,2,61.19
193509,1348,10,1,50.48
193510,213,7,1,28.12
193511,432,9,1,60.45
193511,984,12,1,53.9
193511,1018,6,1,40.04
193511,1079,11,1,52.63
193512,857,8.5,1,159.8
193513,1185,12,1,80
193514,23,8,1,58.5
193514,749,9,1,14.54
193515,985,11.5,1,52.25
193516,915,10,1,80
193517,324,9.5,2,34.29
193517,567,7.5,1,27.99
193517,573,8,2,44.15
193517,868,11,1,74
193517,902,12,1,55.79
193517,1161,10.5,1,15.99
193517,1375,11,1,35.33
193518,916,11.5,1,72
193518,1089,9,1,59.8
193519,1434,10,1,75.2
193520,225,8,2,29.99
193520,1120,9.5,1,76
193521,843,9,1,38.8
193522,436,8,1,75
193523,335,10.5,2,93.1
193523,361,12,1,102.11
193523,915,9,1,72.8
193523,915,10,1,74.4
193523,973,6.5,2,47.99
193523,1316,9.5,1,47.03
193524,609,10.5,1,59.99
193524,1106,10,1,59.15
193524,1341,6,2,23.49
193524,1345,10,1,16.99
193525,938,11,1,90
193526,348,6,1,15.83
193527,1433,10,1,79.2
193528,956,9,1,31.67
193529,117,6.5,1,20.45
193529,696,12,1,59.15
193529,727,6.5,2,28.7
193529,1264,10.5,1,59.51
193529,1408,8,2,52.07
193530,35,9,1,27.6
193531,1346,9,1,28.49
193532,272,10,1,81
193532,362,10.5,1,59.39
193532,444,9,1,58.5
193532,767,12,1,60.45
193532,822,10.5,1,30.59
193532,940,8,1,43.64
193532,1290,9,2,92.14
193533,96,9.5,1,18.39
193533,383,9.5,1,22.99
193533,488,9,1,84.15
193533,635,9,1,18.42
193533,1238,11,1,27.15
193533,1280,11.5,1,109.97
193533,1422,9,1,15.63
193534,97,10.5,1,37.99
193534,364,10.5,2,68.6
193534,552,9,1,52.79
193534,1283,7.5,1,65.54
193535,232,11.5,1,53.9
193535,594,12,1,128.3
193535,846,8.5,1,28.99
193535,1282,11.5,1,81.99
193535,1309,7,1,21.11
193535,1408,11.5,1,55.99
193536,318,10,1,52.25
193537,432,11.5,1,63.05
193537,709,10,2,32.63
193537,811,8.5,1,59.99
193537,853,11.5,1,90.24
193537,1126,10,1,32.29
193537,1171,10,1,40.99
193537,1400,9,1,66.95
193538,351,9.5,1,86.4
193538,1052,10.5,1,55.8
193538,1401,5,1,45.59
193539,113,12,1,83.7
193539,428,10.5,2,34.29
193539,739,7,1,47.03
193539,756,9.5,2,46.52
193539,870,11.5,1,80.08
193539,1019,7,2,25.64
193540,928,11,1,57.6
193541,193,7,1,13.71
193541,272,10.5,1,82.8
193541,494,9.5,1,59.99
193541,640,8,2,41.39
193541,742,5.5,1,66.23
193541,1138,5.5,2,61.87
193541,1248,9.5,1,90
193542,1026,11,1,106.7
193543,106,10.5,1,42.31
193543,577,8,1,42.74
193543,830,6,1,10
193543,1253,10.5,1,38.99
193543,1295,9.5,1,104.75
193544,1005,11.5,1,80
193545,88,9,1,16.37
193545,360,11,1,120
193545,404,11,1,21.33
193545,954,8.5,1,29.99
193546,347,10.5,1,54.87
193547,351,10,1,86.4
193547,497,11.5,1,59.99
193547,519,10,1,53.19
193547,944,6.5,1,28.51
193547,1276,12.5,1,39.19
193547,1360,8.5,2,52.46
193547,1408,12,1,50.95
193548,599,11.5,1,42.23
193549,192,11,1,37.04
193549,262,9,1,32.99
193549,348,6.5,1,14.71
193549,361,9,1,102.11
193550,97,9,1,39.99
193550,349,9.5,1,54.99
193550,373,7,1,26.09
193550,924,11,1,45.99
193550,925,12,1,56.84
193550,1001,9.5,1,63.7
193551,1252,10,1,32.75
193552,106,6.5,2,41.39
193552,137,11.5,1,75
193552,615,9.5,1,43.64
193552,708,9,1,22.79
193552,730,9,1,38.6
193552,869,12,2,78
193552,1279,11.5,1,102.89
193553,111,11.5,1,59.16
193553,414,8.5,1,27.71
193553,537,6,1,60.05
193553,679,10,1,35.48
193553,681,11,1,40
193553,996,8,1,20.15
193553,1398,5,1,61.09
193554,34,10.5,1,150.4
193554,250,10.5,1,57.03
193554,800,7.5,2,38.63
193554,1435,11.5,1,60.45
193555,274,11,2,81
193556,570,6.5,2,94
193557,77,10,1,86.99
193557,136,10.5,1,87.4
193557,274,9.5,1,89.1
193557,1064,6,1,36.79
193557,1181,11.5,1,45.07
193557,1265,10,2,32.99
193558,1195,10.5,2,86.12
193559,816,6,1,80.1
193560,915,11,1,76.8
193561,56,7,1,83.6
193562,136,11,2,94.05
193562,208,10,1,27.43
193562,444,11,1,63.05
193562,915,9,1,77.6
193562,1283,7.5,1,64.85
193562,1291,11.5,2,61.1
193563,357,9.5,1,59.4
193563,573,6.5,1,45.53
193563,811,11,1,59.99
193563,815,9.5,1,106.7
193563,1038,9.5,1,116.39
193563,1175,9,2,31.03
193564,446,10.5,1,85
193564,694,9.5,1,52.46
193564,925,11.5,1,56.84
193564,1169,11,1,62
193564,1248,9.5,1,89.1
193564,1315,10.5,1,42.74
193565,179,12,1,44.99
193565,446,10.5,1,85
193565,988,11.5,1,32.19
193565,1006,10.5,1,74.25
193565,1051,9,1,52.24
193565,1086,8.5,1,66.5
193565,1219,11.5,1,68.6
193566,85,11.5,1,69.34
193566,360,11,1,110.4
193567,945,8,1,40.41
193568,539,5.5,1,74.99
193568,814,7.5,1,35.87
193568,1120,7.5,1,79.2
193568,1224,10.5,1,71.28
193568,1346,7,1,29.99
193569,221,10,1,18.89
193569,684,8,1,19.99
193569,875,10,1,58.89
193569,939,11,1,90
193570,270,11,1,22.5
193570,304,11.5,2,50.05
193570,822,11,1,33.99
193570,934,9.5,1,36.65
193570,1269,12,2,80.07
193570,1272,8,1,38
193570,1336,9.5,2,48.01
193571,948,11,1,21.15
193572,352,11.5,2,79.9
193572,403,9,1,26.03
193572,545,6.5,1,28.49
193572,806,5,1,16.31
193572,924,9.5,2,49.99
193572,1050,10.5,1,47.31
193572,1265,9.5,2,31.01
193573,1051,11,1,51.14
193574,272,11.5,1,90
193574,308,12,1,54
193574,357,12,1,54
193574,496,7.5,2,58.5
193574,691,8,1,35.14
193575,130,7.5,1,22.76
193575,402,7.5,1,32.63
193575,477,7.5,1,16.55
193575,496,8,1,59.15
193575,829,10,1,42.3
193576,274,9,1,81
193577,716,8.5,1,76.43
193578,259,8.5,1,22.76
193578,276,11.5,1,70
193578,1316,11,1,47.99
193578,1400,12,1,68.39
193579,4,8,1,124.8
193579,25,10.5,1,94
193579,759,6,1,16.99
193579,1118,7,2,34.91
193580,529,11.5,1,65.51
193581,136,8.5,1,87.4
193581,518,10.5,1,88.26
193581,570,10.5,1,98
193581,640,10,1,44.99
193581,1263,10,1,49.99
193581,1361,8,1,44.09
193581,1400,11.5,1,71.27
193582,1163,7,1,32.75
193583,376,10,1,45.58
193584,221,8.5,1,19.73
193584,280,8.5,1,98
193584,364,12,1,67.2
193584,602,10.5,2,24.74
193584,686,9,1,37.99
193584,749,7.5,1,13.79
193584,1222,8.5,2,34.99
193585,113,11.5,1,85.5
193585,417,10.5,2,28.79
193585,816,10,1,83.66
193585,1215,11,1,63.7
193585,1290,10.5,1,89.23
193585,1361,8.5,2,44.09
193586,948,8.5,1,22.76
193586,1056,11.5,1,58.28
193586,1358,11,1,54.99
193587,27,6.5,2,59.15
193587,242,7,1,31.01
193587,847,11,1,25.99
193587,922,10,1,40.17
193587,984,9.5,1,55
193587,1316,9,1,44.63
193587,1425,6.5,1,43.67
193588,493,10.5,1,63.69
193588,520,9,1,16.19
193588,1001,11.5,2,64.35
193588,1089,10.5,1,64.35
193588,1121,8.5,1,39.76
193588,1256,9,1,34.29
193588,1264,9,1,60.79
193589,662,10,1,26.38
193590,361,10.5,1,103.22
193591,922,10,1,39.76
193592,327,12,1,64
193592,381,6,2,14.39
193592,533,9.5,2,21.38
193592,1236,8,1,25.37
193593,435,12,1,85
193593,461,7,1,23.99
193593,488,10.5,1,80.75
193593,1143,11.5,1,120
193593,1276,12,1,38.79
193593,1348,7,1,50.99
193594,21,8,1,86.4
193594,136,9.5,1,88.35
193594,136,11.5,2,91.2
193594,280,10.5,1,92
193594,648,10,1,37.6
193595,317,10,1,48
193596,119,10,1,45.53
193597,124,6.5,1,21.38
193597,308,7,1,60
193597,497,11,1,58.19
193597,612,12,1,78.39
193598,1295,10.5,1,101.51
193599,351,8,1,88.2
193600,276,7.5,1,68.6
193600,854,9,1,98
193600,869,12,1,75.66
193600,1111,7,1,47.42
193600,1295,9.5,2,97.19
193600,1296,11,1,60.75
193601,1101,11,1,103.4
193602,230,8.5,1,43.19
193602,389,12,1,33.59
193602,1305,10,1,13.57
193602,1345,10,1,16.99
193602,1392,11,1,48.01
193603,242,7,1,30.68
193604,293,11.5,1,53.35
193604,300,10,1,50.21
193604,588,7,1,37.2
193604,618,8.5,1,40.84
193604,809,9.5,2,31.35
193604,947,9,1,67.62
193605,256,9.5,2,21.77
193605,818,11,1,33.65
193605,865,11,1,70.67
193605,916,11,1,67.5
193605,954,9.5,1,29.99
193605,1249,10,1,132.3
193606,105,6.5,1,35.87
193606,187,12,1,29.12
193606,272,8.5,2,90
193606,327,12,1,64
193606,756,10.5,1,46.52
193606,1265,12,1,32.66
193606,1391,9.5,1,32.99
193607,780,11.5,1,98
193608,1172,7.5,1,46.99
193609,21,9.5,1,81
193609,179,8,2,47.49
193609,360,10.5,1,116.4
193609,408,8.5,1,94
193609,860,10.5,1,88
193609,1265,9.5,2,31.34
193610,1129,6.5,1,75
193611,366,11,1,60.45
193611,876,11,1,84.63
193611,1272,6,1,38.8
193612,56,11,1,87.12
193612,476,7,1,23.99
193612,579,11.5,1,61.74
193612,1079,10.5,1,55.43
193613,280,11.5,2,95
193613,545,5.5,1,27.89
193613,746,7.5,1,72
193613,811,10.5,2,55.19
193613,1295,12,1,103.67
193614,113,10.5,1,88.2
193614,177,9.5,1,77.07
193614,221,11,1,18.89
193614,228,8.5,1,38.99
193614,377,9,1,56.26
193614,1317,12,1,33.83
193615,152,7.5,1,16.31
193615,552,10,1,54.99
193615,936,10,1,47.03
193615,1194,12,1,72
193616,319,10,1,19.79
193616,354,11.5,1,60.45
193617,1145,7.5,1,117.5
193618,273,9.5,2,49
193619,1178,9,1,51.29
193620,1037,9.5,1,129.99
193621,364,10,1,65.1
193622,619,11.5,2,55
193623,742,6.5,1,63.47
193624,131,11.5,1,80.08
193625,260,9,1,17.99
193626,77,12,1,83.51
193626,221,7.5,2,20.99
193626,357,11.5,1,54.6
193626,650,10,2,39.05
193626,759,6,1,16.99
193626,1024,8,2,20.23
193626,1174,9,1,57.99
193627,376,7.5,1,46.99
193627,591,10,1,31.67
193627,729,9.5,1,65
193627,968,9,1,31.35
193627,1078,7,1,13.94
193627,1203,8,2,28.79
193628,97,12,1,37.99
193628,425,8.5,1,70.56
193628,621,10.5,1,11.82
193628,739,6.5,1,47.52
193629,870,11,2,88
193630,385,10,1,36.26
193630,566,10,2,26.38
193630,736,6.5,1,10.33
193630,822,11,1,33.99
193630,1111,8,1,45.89
193631,510,8,1,15.67
193632,319,11,1,18.79
193633,679,8,1,37.04
193633,1004,12,1,81
193634,358,8.5,1,52.8
193634,400,10,1,33.59
193634,402,11.5,1,32.29
193634,555,9.5,1,60.45
193635,539,5.5,1,70.49
193636,65,9,1,70.19
193636,78,9,1,53.34
