productid,itemsize,purchaseid,quantity,purchaseprice
780,10.5,8541,2,50
780,11,7991,1,50
780,11,8168,4,50
780,11,8497,1,50
780,11,8910,1,50
780,11.5,8352,1,50
780,11.5,8497,1,50
780,11.5,8775,1,50
786,6,7915,1,11.99
786,6,8413,1,11.99
786,8,8318,1,11.99
786,8.5,8366,1,11.99
786,9,8603,1,11.99
786,10,8138,1,11.99
787,7,8877,1,9.99
787,7.5,7959,1,9.99
787,8,8005,1,9.99
787,8.5,8138,1,9.99
787,8.5,8318,1,9.99
787,8.5,8649,2,9.99
787,8.5,8694,1,9.99
787,8.5,8786,2,9.99
787,9,8048,1,9.99
787,9,8229,1,9.99
787,9,9002,1,9.99
787,10,7915,1,9.99
787,10,8271,1,9.99
787,10,8649,1,9.99
787,10,8694,1,9.99
787,10,8923,1,9.99
787,11,8005,1,9.99
787,11,8694,1,9.99
787,11,8786,1,9.99
787,11,8966,1,9.99
788,7,8739,1,9.99
788,7,8923,1,9.99
788,9,8649,1,9.99
788,9,8923,1,9.99
788,9,8966,1,9.99
789,6,8819,1,20
789,6.5,8215,1,20
789,6.5,8542,1,20
789,6.5,8994,1,20
789,7,7946,1,20
789,7,7992,1,20
789,7,8079,1,20
789,7,8542,1,20
789,7,8955,3,20
789,7.5,8126,1,20
789,7.5,8911,1,20
789,8,8260,1,20
789,8,8449,1,20
789,8,8911,1,20
789,8.5,8400,2,20
789,8.5,8449,2,20
789,8.5,8727,1,20
789,8.5,8911,1,20
789,9,8682,1,20
789,10,8036,1,20
789,10,8353,1,20
789,10,8542,1,20
790,6.5,8005,1,16.5
790,7.5,8271,1,16.5
790,7.5,8877,1,16.5
790,8,8229,1,16.5
790,8.5,8739,1,16.5
790,9,8877,2,16.5
790,10,8091,1,16.5
790,10,8271,2,16.5
791,7,8138,1,18
791,8,8048,1,18
791,11,8413,1,18
792,5.5,7959,1,8.99
792,5.5,8413,1,8.99
793,7.5,8151,1,9.99
793,7.5,8477,1,9.99
793,7.5,8937,1,9.99
793,8.5,8015,1,9.99
793,9,8616,1,9.99
793,9.5,8332,1,9.99
793,10.5,7972,1,9.99
793,10.5,8060,1,9.99
793,10.5,8151,2,9.99
793,10.5,8380,1,9.99
795,6,8374,1,11.99
796,5.5,8923,1,12.49
796,6,8366,1,12.49
796,6.5,8138,1,12.49
796,7,8739,1,12.49
797,7.5,8477,1,10.99
797,9,8242,1,10.99
797,9.5,8060,1,10.99
797,9.5,8286,1,10.99
797,10,8380,1,10.99
798,10.5,8709,2,21.5
798,11,8941,1,21.5
798,12,7976,1,21.5
798,12,8430,1,21.5
799,8,8019,1,28.5
799,8,8666,2,28.5
800,7.5,8481,2,21
800,8,8154,1,21
800,8.5,8801,1,21
800,9,8199,1,21
800,11,8290,1,21
800,11.5,8109,1,21
800,11.5,8154,1,21
800,11.5,8757,2,21
801,6.5,8366,1,15.5
801,7,8694,1,15.5
801,7.5,8229,1,15.5
801,7.5,8739,1,15.5
801,8.5,8318,1,15.5
801,8.5,8366,1,15.5
801,9,8229,2,15.5
801,9,8366,1,15.5
801,10,8048,2,15.5
802,7,7984,1,15
802,8.5,8583,1,15
802,8.5,8630,1,15
804,6,8052,1,18
804,6.5,8790,1,18
805,7,8881,1,11.99
805,8,8836,1,11.99
805,8.5,8418,1,11.99
805,9,8559,1,11.99
805,9,8928,1,11.99
805,9.5,8142,1,11.99
805,9.5,8607,1,11.99
806,5,8491,1,8.49
806,6,8028,1,8.49
806,6,8675,1,8.49
806,7,7896,1,8.49
806,8,8118,1,8.49
808,9,8091,1,15.5
809,7,8295,1,16
809,7,8341,1,16
809,7,8944,1,16
809,7.5,8671,1,16
809,7.5,8851,1,16
809,8,8204,2,16
809,8,8532,1,16
809,8,8851,2,16
809,8.5,8341,1,16
809,9,8671,1,16
809,9.5,7891,1,16
809,9.5,8249,1,16
809,9.5,8295,1,16
809,9.5,8487,2,16
809,9.5,8851,1,16
809,9.5,8898,1,16
809,10,8532,1,16
809,10,8762,1,16
809,10,8851,1,16
809,10,8898,1,16
809,10.5,8067,1,16
809,10.5,8158,3,16
809,10.5,8249,2,16
809,10.5,8435,1,16
809,10.5,8625,1,16
809,10.5,8714,1,16
809,10.5,8807,1,16
809,10.5,8851,1,16
809,10.5,8898,2,16
809,11,8067,2,16
809,11,8158,1,16
809,11,8204,2,16
809,11,8341,1,16
809,11,8625,2,16
809,11,8671,1,16
809,11,8714,1,16
809,11,8807,1,16
809,11,8898,1,16
809,11.5,8023,1,16
809,11.5,8204,1,16
809,11.5,8295,2,16
809,11.5,8487,2,16
809,11.5,8671,1,16
809,11.5,8898,1,16
809,12,7891,1,16
809,12,8295,1,16
809,12,8807,1,16
809,12,8898,1,16
810,8,8009,1,32.5
810,9,7922,1,32.5
810,10,8931,1,32.5
810,11,8145,1,32.5
811,8.5,8014,1,30
811,8.5,8476,1,30
811,8.5,8705,1,30
811,8.5,8796,1,30
811,9,8105,1,30
811,9,8150,1,30
811,9,8476,1,30
811,9,8705,1,30
811,9,8888,1,30
811,9,8936,1,30
811,9.5,7927,1,30
811,9.5,8014,1,30
811,9.5,8105,1,30
811,9.5,8379,1,30
811,9.5,8752,1,30
811,9.5,8936,1,30
811,10,7927,1,30
811,10,8379,1,30
811,10,8888,2,30
811,10,8977,1,30
811,10.5,7927,1,30
811,10.5,8105,1,30
811,10.5,8285,2,30
811,10.5,8425,1,30
811,10.5,8476,2,30
811,10.5,8523,2,30
811,10.5,8752,1,30
811,10.5,8936,2,30
811,10.5,8977,1,30
811,11,8014,1,30
811,11,8425,1,30
811,11,8476,1,30
811,11,8523,1,30
811,11,8661,1,30
811,11,8752,1,30
811,11,8796,2,30
811,11,8888,2,30
811,11,8936,1,30
811,12,7971,1,30
811,12,8241,1,30
811,12,8285,1,30
811,12,8523,1,30
811,12,8705,1,30
812,8.5,8567,1,26.5
812,9.5,8476,1,26.5
812,9.5,8615,1,26.5
813,9,8014,2,25
813,9,8425,1,25
813,9,8936,1,25
813,9,8977,1,25
813,9.5,8331,1,25
813,9.5,8425,1,25
813,9.5,8476,2,25
813,9.5,8888,1,25
813,10,8331,2,25
813,10.5,8105,2,25
813,10.5,8379,1,25
813,10.5,8752,1,25
813,10.5,8888,1,25
813,11,8059,1,25
813,11,8105,1,25
813,11,8523,1,25
813,12,7927,1,25
813,12,8194,1,25
813,12,8241,2,25
813,12,8476,1,25
813,12,8796,1,25
813,12,8977,1,25
814,6,8065,2,19.5
814,6,8113,1,19.5
814,6.5,8896,1,19.5
814,7.5,8485,1,19.5
814,8,8156,1,19.5
814,8,8386,1,19.5
815,8,8197,1,55
815,9,7974,1,55
815,9.5,8017,2,55
815,9.5,8107,2,55
815,9.5,8288,1,55
815,9.5,8382,1,55
815,9.5,8479,1,55
815,9.5,8891,1,55
815,10.5,8017,1,55
815,10.5,8061,1,55
815,10.5,8428,1,55
815,12,8061,1,55
815,12,8334,1,55
815,12,8618,1,55
815,12,8707,1,55
816,6,8511,1,44.5
816,7.5,8877,1,44.5
816,8,8554,1,44.5
816,8.5,8463,1,44.5
816,8.5,8649,1,44.5
816,9,8923,1,44.5
816,10,8463,1,44.5
816,10,8511,1,44.5
818,7.5,8079,1,17
818,7.5,8260,1,17
818,7.5,8638,2,17
818,8.5,8036,1,17
818,8.5,8169,1,17
818,8.5,8498,1,17
818,8.5,8682,1,17
818,9,7992,1,17
818,9,8400,1,17
818,10,8449,1,17
818,11,8215,1,17
818,11,8498,1,17
818,11,8542,1,17
818,11,8682,2,17
818,11,8727,1,17
818,11,8819,3,17
819,7,8521,1,36.49
819,7,8613,1,36.49
820,9.5,8761,1,30.5
821,7,8113,1,27
821,9.5,8485,1,27
821,9.5,8576,2,27
821,9.5,8849,1,27
821,10,8669,1,27
821,10,8942,3,27
821,10.5,7889,1,27
821,10.5,8293,1,27
821,11,8113,1,27
821,11,8386,2,27
821,12,8386,1,27
821,12,8849,1,27
822,8.5,8167,1,17
822,8.5,8398,1,17
822,8.5,8909,1,17
822,9,8304,1,17
822,9,8447,1,17
822,9.5,8167,1,17
822,9.5,8304,1,17
822,9.5,8351,1,17
822,9.5,8909,1,17
822,10,7944,2,17
822,10,8398,1,17
822,10.5,8034,1,17
822,10.5,8304,1,17
822,10.5,8447,1,17
822,10.5,8636,2,17
822,10.5,8725,1,17
822,10.5,8817,1,17
822,10.5,8909,2,17
822,11,8447,1,17
822,11,8496,2,17
822,12,8034,1,17
823,7,8122,1,69
823,9,7942,1,69
823,9,8165,1,69
823,9,8815,2,69
823,10,8212,1,69
823,10,8723,1,69
823,11,8212,2,69
823,11,8723,2,69
823,11,8815,2,69
823,11,8991,1,69
823,12,7942,1,69
823,12,8952,2,69
824,7,8938,1,28.5
824,8,8196,2,28.5
824,8,8754,1,28.5
824,10,8663,1,28.5
824,11,8798,1,28.5
824,11,8890,1,28.5
824,11,8938,1,28.5
825,8,7992,1,18.5
825,8,8400,2,18.5
825,9,7903,2,18.5
825,9,8638,1,18.5
825,10,8169,1,18.5
826,8.5,8036,1,7.5
826,9,8449,1,7.5
826,9,8542,2,7.5
826,9,8591,1,7.5
827,8,8911,1,17.5
827,9,8994,1,17.5
828,6.5,7959,1,9.49
829,7,8727,1,22.5
829,7,8911,1,22.5
829,7.5,7903,1,22.5
829,7.5,8260,1,22.5
829,8.5,8353,1,22.5
829,9,8169,1,22.5
829,10,8498,1,22.5
830,6,8449,1,5.5
830,6.5,8036,1,5.5
830,6.5,8353,2,5.5
830,6.5,8819,1,5.5
830,7.5,8036,2,5.5
830,7.5,8682,1,5.5
830,8,8911,1,5.5
830,8.5,8215,1,5.5
830,8.5,8638,1,5.5
831,6.5,8591,1,10.99
831,6.5,8727,1,10.99
832,6.5,8911,1,9.49
832,7,8215,1,9.49
832,7,8682,2,9.49
832,7.5,8400,1,9.49
832,7.5,8591,1,9.49
834,6,8682,1,11.99
834,7,8591,1,11.99
834,7,8638,1,11.99
834,7.5,8036,1,11.99
834,7.5,8400,1,11.99
834,7.5,8638,1,11.99
834,7.5,8776,1,11.99
834,8,7903,1,11.99
834,8,8542,1,11.99
834,8,8955,1,11.99
835,7.5,8542,1,17
835,7.5,8776,2,17
835,8.5,7992,1,17
835,8.5,8955,1,17
835,9,8819,1,17
836,7,8036,1,8
836,7,8542,1,8
836,7.5,7903,2,8
836,7.5,8079,1,8
836,8,7992,1,8
836,8.5,8079,2,8
836,8.5,8864,1,8
836,8.5,8911,1,8
837,7,8819,1,9.49
837,8,8911,2,9.49
838,9,8079,1,18.5
839,8.5,8911,1,50
839,9,8864,1,50
839,9,8911,1,50
840,6.5,7994,2,27.5
840,6.5,8500,1,27.5
840,9,7994,2,27.5
840,9.5,7904,2,27.5
840,9.5,8038,1,27.5
840,9.5,8127,1,27.5
840,9.5,8217,1,27.5
841,7,8638,1,9.49
841,8.5,8955,1,9.49
843,6.5,8994,1,20
843,7.5,7946,1,20
843,7.5,8036,1,20
843,9,8449,1,20
843,10,7946,1,20
843,10,8911,1,20
844,8.5,8040,1,24.5
844,8.5,8129,1,24.5
844,9,8308,1,24.5
844,10.5,8594,1,24.5
844,10.5,8730,2,24.5
844,11,8219,1,24.5
844,11,8453,1,24.5
844,11.5,7949,1,24.5
844,11.5,8594,1,24.5
844,11.5,8997,1,24.5
844,12,7949,1,24.5
844,12,8040,1,24.5
844,12,8219,2,24.5
844,12,8594,1,24.5
844,12,8868,2,24.5
845,7.5,8306,1,7.5
845,9,8353,1,7.5
846,7,8786,2,14.5
846,7.5,8091,1,14.5
846,8,8091,1,14.5
846,8,8694,1,14.5
846,8.5,8413,1,14.5
846,8.5,8463,3,14.5
846,8.5,8739,1,14.5
846,9,8005,2,14.5
846,9,8413,1,14.5
846,9,8603,1,14.5
846,9,8831,1,14.5
846,10,8138,1,14.5
846,10,8877,1,14.5
846,11,7915,1,14.5
847,7,8511,1,12.99
847,7.5,8554,1,12.99
847,8,8786,1,12.99
847,8.5,8182,1,12.99
847,8.5,8413,1,12.99
847,9,7959,1,12.99
847,10,8091,1,12.99
847,10,8182,2,12.99
847,11,7959,1,12.99
847,11,8091,1,12.99
847,11,8366,1,12.99
847,11,8511,1,12.99
847,11,8554,2,12.99
847,11,8649,1,12.99
847,11,8786,1,12.99
848,6.5,7959,1,32
848,7,8966,1,32
848,8.5,8413,1,32
848,9,8048,2,32
848,10,8182,1,32
849,8,8294,1,40
849,8,8761,1,40
849,8,8897,1,40
849,8.5,8761,2,40
849,9.5,8157,1,40
849,9.5,8670,1,40
849,10,8022,1,40
849,10,8531,2,40
849,10.5,7890,1,40
849,10.5,8022,1,40
849,10.5,8203,1,40
849,10.5,8248,1,40
849,10.5,8434,1,40
849,11,8806,1,40
849,11.5,8066,2,40
849,11.5,8670,1,40
849,11.5,8761,1,40
849,12,8203,1,40
850,7.5,8079,1,22.5
850,7.5,8864,2,22.5
850,8,8169,1,22.5
850,8,8215,1,22.5
850,8.5,8169,1,22.5
850,10,8036,1,22.5
850,11,8126,2,22.5
850,11,8215,1,22.5
850,11,8542,1,22.5
850,11,8638,1,22.5
850,11,8819,1,22.5
850,11,8994,1,22.5
851,6.5,8988,1,8.99
852,7,8044,1,20.5
852,7,8223,1,20.5
852,7.5,8312,1,20.5
852,11.5,8085,1,20.5
853,7,8407,1,48
853,9.5,8133,1,48
853,9.5,8597,1,48
853,9.5,8734,1,48
853,10,8361,1,48
853,10.5,8085,1,48
853,10.5,8312,1,48
853,10.5,8597,1,48
853,10.5,8643,1,48
853,10.5,8872,1,48
853,11,8312,1,48
853,11,8407,1,48
853,11,8457,1,48
853,11.5,7999,1,48
853,11.5,8223,2,48
853,11.5,8457,1,48
853,12,8176,3,48
854,7,8361,1,50
854,9,8044,2,50
854,9,8505,1,50
854,9,8827,2,50
854,9.5,8457,3,50
854,9.5,8505,1,50
854,9.5,8548,1,50
854,10,8133,1,50
854,10,8266,1,50
854,10,8734,1,50
854,10.5,7910,1,50
854,10.5,8457,3,50
854,10.5,8548,1,50
854,10.5,8734,1,50
854,11,7999,1,50
854,11,8266,1,50
854,11,8407,1,50
854,11,8781,2,50
854,11,8827,3,50
854,11,8917,1,50
854,11,8962,1,50
854,11.5,8044,2,50
854,11.5,8223,1,50
854,11.5,8407,2,50
854,11.5,8457,1,50
854,11.5,8548,1,50
854,11.5,8734,2,50
854,11.5,8827,1,50
854,11.5,8917,1,50
854,12,8917,1,50
855,7.5,8734,1,67.5
855,8.5,8734,1,67.5
855,9.5,8962,1,67.5
855,10,8044,1,67.5
855,10.5,7953,1,67.5
855,11,8407,1,67.5
856,10,8548,1,33.49
856,11,8176,1,33.49
856,11,8457,2,33.49
856,12,7910,1,33.49
857,7,8176,1,85
857,7,8827,1,85
857,7.5,8266,2,85
857,8,8407,1,85
857,8,8505,1,85
857,8.5,8457,1,85
857,9.5,7910,1,85
857,11.5,8085,1,85
857,11.5,8266,2,85
857,12,7999,1,85
859,8,8597,1,35.99
859,9.5,7910,1,35.99
859,10.5,7910,1,35.99
859,10.5,7953,1,35.99
859,10.5,8998,1,35.99
859,11,8133,1,35.99
859,12,8781,1,35.99
860,10.5,8085,1,44
860,10.5,8176,1,44
860,10.5,8457,1,44
860,10.5,8505,1,44
860,11,8734,1,44
860,12,8872,1,44
861,7,8176,1,52.5
861,7.5,8223,2,52.5
861,7.5,8312,2,52.5
861,8,8781,1,52.5
861,9,7999,2,52.5
861,9,8962,1,52.5
861,9.5,8407,1,52.5
861,9.5,8548,1,52.5
861,10,7910,1,52.5
861,10,7953,1,52.5
861,10,8781,1,52.5
861,10.5,7910,1,52.5
861,10.5,8085,2,52.5
861,10.5,8223,1,52.5
861,10.5,8266,1,52.5
861,10.5,8781,2,52.5
861,10.5,8872,1,52.5
861,10.5,8917,1,52.5
861,11,7999,2,52.5
861,11,8361,2,52.5
861,11,8548,3,52.5
861,11,8597,2,52.5
861,11,8643,2,52.5
861,11,8962,1,52.5
861,11.5,7910,1,52.5
861,11.5,8407,1,52.5
861,11.5,8457,1,52.5
861,11.5,8597,1,52.5
861,12,7953,2,52.5
861,12,8085,1,52.5
861,12,8133,2,52.5
862,7.5,8361,2,33.49
862,9,8133,1,33.49
862,10,8085,1,33.49
862,10,8548,1,33.49
862,10,8597,1,33.49
863,7,8457,1,36.49
863,7,8734,1,36.49
863,9,8917,1,36.49
864,7,8407,1,60
864,8,8781,1,60
864,8.5,8133,2,60
864,8.5,8266,1,60
864,8.5,8505,1,60
864,8.5,8827,1,60
864,9,7999,1,60
864,9,8044,1,60
864,9,8872,1,60
864,9.5,7999,1,60
864,9.5,8176,1,60
864,9.5,8361,1,60
864,9.5,8548,1,60
864,10,8361,1,60
864,10.5,8827,1,60
864,11,8688,2,60
864,11,8917,1,60
864,11.5,7953,1,60
864,11.5,8266,1,60
864,11.5,8548,1,60
864,11.5,8688,2,60
864,12,8827,1,60
864,12,8917,1,60
865,8.5,8548,1,37.99
865,9,8505,2,37.99
865,9,8734,1,37.99
865,9,8962,1,37.99
865,9.5,8361,1,37.99
865,10,8917,1,37.99
865,10.5,8548,1,37.99
865,10.5,8962,1,37.99
865,11,8085,1,37.99
865,11,8505,1,37.99
865,11,8688,2,37.99
865,11.5,7910,1,37.99
865,11.5,8688,1,37.99
865,12,8407,1,37.99
865,12,8457,1,37.99
866,7,8597,1,34
866,7,8688,1,34
866,9,8548,2,34
866,9.5,8223,1,34
866,9.5,8505,1,34
866,10.5,8827,1,34
866,11.5,8133,4,34
866,11.5,8312,1,34
866,11.5,8734,1,34
866,11.5,8917,1,34
866,12,8505,1,34
866,12,8917,1,34
867,7.5,8176,1,27.5
867,7.5,8781,1,27.5
867,8,8917,1,27.5
868,7,8176,1,37
868,7,8548,1,37
868,7.5,7953,2,37
868,7.5,8176,1,37
868,7.5,8597,2,37
868,8,7999,1,37
868,8.5,8133,1,37
868,8.5,8505,1,37
868,9,7910,1,37
868,9,8133,1,37
868,9.5,8407,1,37
868,9.5,8688,1,37
868,9.5,8872,1,37
868,10,7999,1,37
868,10,8223,1,37
868,10,8312,1,37
868,10,8781,2,37
868,10.5,7910,1,37
868,10.5,8044,1,37
868,10.5,8827,2,37
868,10.5,8872,2,37
868,11,8457,2,37
868,11.5,7953,1,37
868,11.5,8827,1,37
868,11.5,8872,1,37
868,12,8361,1,37
868,12,8457,1,37
868,12,8505,1,37
868,12,8688,1,37
868,12,8734,1,37
869,7,8085,1,39
869,7,8734,2,39
869,7.5,8312,2,39
869,8,8597,1,39
869,8,8781,2,39
869,8,8962,1,39
869,8.5,8917,2,39
869,9,8457,1,39
869,9,8917,1,39
869,9.5,7910,1,39
869,9.5,8133,1,39
869,9.5,8223,2,39
869,9.5,8407,1,39
869,9.5,8457,2,39
869,9.5,8734,1,39
869,9.5,8827,2,39
869,9.5,8872,1,39
869,9.5,8917,2,39
869,10,8407,1,39
869,10,8827,1,39
869,10.5,7910,1,39
869,10.5,8085,1,39
869,10.5,8266,1,39
869,10.5,8361,2,39
869,10.5,8407,1,39
869,10.5,8457,1,39
869,10.5,8827,1,39
869,10.5,8872,1,39
869,11,8044,2,39
869,11,8176,1,39
869,11,8312,1,39
869,11,8734,1,39
869,11,8781,1,39
869,11,8917,1,39
869,11,8962,1,39
869,11.5,7999,1,39
869,11.5,8085,1,39
869,11.5,8176,1,39
869,11.5,8223,1,39
869,11.5,8361,2,39
869,11.5,8505,1,39
869,11.5,8548,1,39
869,11.5,8872,1,39
869,12,8407,2,39
869,12,8505,4,39
869,12,8548,1,39
869,12,8688,1,39
869,12,8962,1,39
870,8,7910,1,44
870,8,8643,1,44
870,8.5,8643,1,44
870,9,8734,1,44
870,9,8781,2,44
870,9.5,8085,1,44
870,9.5,8223,1,44
870,9.5,8734,1,44
870,10,8688,1,44
870,10,8781,1,44
870,10,8827,1,44
870,10.5,7910,2,44
870,10.5,8133,1,44
870,10.5,8688,1,44
870,10.5,8872,1,44
870,11,8505,2,44
870,11,8827,1,44
870,11,8962,1,44
870,11.5,7910,1,44
870,11.5,7953,2,44
870,11.5,8223,1,44
870,11.5,8407,2,44
870,11.5,8457,1,44
870,11.5,8505,1,44
870,11.5,8781,1,44
870,12,8176,1,44
870,12,8917,1,44
872,12,7910,1,21
872,12,7953,1,21
873,8.5,8781,1,38.99
873,9,8312,2,38.99
873,9.5,8361,1,38.99
873,9.5,8917,1,38.99
874,10.5,8643,1,33.49
874,10.5,8781,1,33.49
874,11,7953,1,33.49
874,11,8266,1,33.49
874,11,8505,1,33.49
874,11,8734,1,33.49
874,11.5,8044,2,33.49
874,11.5,8223,1,33.49
874,12,8085,1,33.49
874,12,8223,1,33.49
874,12,8872,2,33.49
875,9,8643,2,31
875,9.5,8085,2,31
875,9.5,8266,1,31
875,9.5,8597,2,31
875,9.5,8827,1,31
875,9.5,8872,1,31
875,10,8505,1,31
875,10.5,8044,1,31
875,11,8548,2,31
875,11,8962,1,31
875,11.5,8044,1,31
875,12,8734,1,31
875,12,8827,1,31
876,9.5,8361,1,46
876,10,8176,1,46
876,10,8734,1,46
876,10,8962,1,46
876,10.5,8505,1,46
876,10.5,8688,1,46
876,10.5,8734,2,46
876,10.5,8998,1,46
876,11,8505,1,46
876,11,8962,1,46
876,11.5,8085,1,46
876,11.5,8643,1,46
876,11.5,8917,1,46
876,12,8223,1,46
877,9.5,8505,1,31.5
878,8.5,8176,1,39.49
878,8.5,8734,1,39.49
878,9,7910,1,39.49
878,9,8312,1,39.49
878,9,8688,2,39.49
878,9.5,8548,1,39.49
878,10,8044,1,39.49
878,10.5,8176,2,39.49
878,10.5,8597,1,39.49
878,10.5,8781,1,39.49
878,10.5,8872,2,39.49
878,11,8827,1,39.49
878,11,8962,2,39.49
878,12,8044,2,39.49
878,12,8734,2,39.49
878,12,8781,1,39.49
879,7,8505,1,38.99
879,8.5,7910,1,38.99
879,9,8407,1,38.99
879,9.5,8361,1,38.99
879,10.5,8361,3,38.99
879,10.5,8457,1,38.99
879,11.5,8597,1,38.99
879,11.5,8872,1,38.99
879,12,8176,1,38.99
879,12,8643,2,38.99
879,12,8688,2,38.99
881,8,7953,1,45
881,8,7999,1,45
881,9,8223,1,45
881,9,8643,1,45
881,9.5,7910,1,45
881,9.5,8133,1,45
881,9.5,8407,1,45
881,9.5,8917,1,45
881,10,7953,1,45
881,10,8223,1,45
881,10.5,8133,1,45
881,10.5,8548,1,45
881,10.5,8643,1,45
881,11,8361,1,45
881,11.5,7953,1,45
881,11.5,8044,1,45
881,11.5,8085,1,45
881,11.5,8133,2,45
881,11.5,8176,2,45
881,11.5,8597,1,45
881,11.5,8643,1,45
881,11.5,8688,1,45
881,12,7953,1,45
882,10,8407,2,42
882,10.5,8781,1,42
882,10.5,8872,1,42
882,11,8223,2,42
882,12,8176,1,42
884,7.5,8962,1,44.5
884,9,8223,1,44.5
884,10,8917,2,44.5
884,10.5,8457,1,44.5
884,11,8407,2,44.5
884,11,8643,1,44.5
884,11,8962,1,44.5
884,12,8044,2,44.5
885,8,8643,1,32
885,10,7910,2,32
885,10,8176,1,32
885,11,8872,2,32
886,7.5,8361,1,29
886,7.5,8917,1,29
886,8.5,8998,1,29
886,9.5,8044,1,29
886,9.5,8133,1,29
886,10,8223,1,29
886,10.5,7953,1,29
886,11,8407,1,29
886,12,8176,1,29
886,12,8407,1,29
886,12,8457,1,29
886,12,8688,1,29
886,12,8917,1,29
887,7,7910,1,38.99
887,7,8827,1,38.99
887,8,8597,1,38.99
887,9,8312,1,38.99
887,9,8407,1,38.99
887,9.5,8457,1,38.99
887,10,8407,1,38.99
887,10,8917,2,38.99
887,10.5,8133,1,38.99
887,10.5,8223,1,38.99
887,10.5,8312,1,38.99
887,10.5,8781,2,38.99
887,10.5,8827,1,38.99
887,10.5,8872,2,38.99
887,11,8176,1,38.99
887,11,8312,2,38.99
887,11,8872,1,38.99
887,11,8998,1,38.99
887,11.5,8044,1,38.99
887,11.5,8407,2,38.99
887,11.5,8597,1,38.99
887,11.5,8643,1,38.99
888,8.5,8176,1,41
888,8.5,8917,1,41
888,10.5,8917,1,41
888,11.5,7910,1,41
888,11.5,8266,1,41
888,11.5,8407,1,41
888,11.5,8505,2,41
888,11.5,8688,1,41
888,11.5,8917,1,41
888,12,8407,1,41
888,12,8548,1,41
888,12,8872,1,41
889,9.5,8312,1,38.49
890,9.5,8044,1,23
891,9.5,8548,2,39
891,9.5,8643,2,39
891,10,8407,1,39
892,9,8962,1,30.5
892,9.5,7999,1,30.5
892,9.5,8407,1,30.5
893,8,8133,1,31.5
893,9.5,8044,2,31.5
893,9.5,8085,1,31.5
894,11.5,8688,2,40.49
894,11.5,8827,1,40.49
894,12,8176,1,40.49
895,9.5,8734,1,36
896,9.5,8407,1,24.5
897,7,8917,2,39.49
897,7.5,8312,1,39.49
897,8,8505,1,39.49
897,8,8962,1,39.49
897,8.5,8962,1,39.49
897,9,8044,1,39.49
897,9,8827,2,39.49
897,9.5,8734,1,39.49
897,9.5,8827,1,39.49
897,9.5,8872,1,39.49
897,10,8457,1,39.49
897,10,8781,1,39.49
897,10.5,7910,1,39.49
897,10.5,8044,1,39.49
897,10.5,8133,1,39.49
897,10.5,8176,2,39.49
897,10.5,8223,2,39.49
897,10.5,8361,3,39.49
897,10.5,8505,1,39.49
897,10.5,8688,1,39.49
897,11,8044,1,39.49
897,11,8133,1,39.49
897,11,8548,1,39.49
897,11,8781,1,39.49
897,11.5,8133,1,39.49
897,11.5,8223,1,39.49
897,12,8176,1,39.49
898,8.5,8734,2,37.49
898,9.5,7999,1,37.49
898,9.5,8223,1,37.49
898,10.5,8266,1,37.49
898,10.5,8457,1,37.49
898,10.5,8781,1,37.49
899,7,7910,1,32.49
899,7,8548,1,32.49
899,7.5,8176,1,32.49
900,9,8781,1,43.5
900,9,8827,1,43.5
900,9.5,8133,1,43.5
900,9.5,8266,2,43.5
900,9.5,8407,2,43.5
900,10,8223,1,43.5
900,10,8643,1,43.5
900,10,8688,1,43.5
900,10,8827,1,43.5
900,10.5,8085,1,43.5
900,10.5,8176,1,43.5
900,10.5,8312,1,43.5
900,10.5,8781,1,43.5
900,10.5,8827,1,43.5
900,11,8643,1,43.5
900,11,8872,1,43.5
900,11,8917,1,43.5
900,11.5,7910,1,43.5
900,11.5,8312,1,43.5
900,12,8176,2,43.5
901,7,8223,2,53.5
901,8.5,8917,1,53.5
901,9,8223,1,53.5
901,9.5,7910,2,53.5
901,9.5,8548,1,53.5
901,9.5,8734,2,53.5
901,10.5,8407,3,53.5
901,10.5,8457,1,53.5
901,10.5,8872,2,53.5
901,11,8505,1,53.5
901,11,8597,2,53.5
901,11.5,8176,1,53.5
901,11.5,8548,1,53.5
901,11.5,8643,1,53.5
901,11.5,8962,1,53.5
901,12,8044,1,53.5
901,12,8133,1,53.5
901,12,8176,2,53.5
901,12,8407,1,53.5
901,12,8827,1,53.5
902,7.5,8548,2,31
902,8,8872,1,31
902,9,8361,1,31
902,9,8872,1,31
902,9.5,8176,2,31
902,9.5,8457,1,31
902,9.5,8643,1,31
902,10,8266,1,31
902,10.5,7910,1,31
902,10.5,8407,1,31
902,10.5,8962,1,31
902,11,7999,2,31
902,12,8457,1,31
902,12,8688,1,31
903,7.5,8022,2,30.5
903,7.5,8340,1,30.5
903,9,8943,1,30.5
903,9.5,8294,1,30.5
903,9.5,8577,1,30.5
903,10,8066,1,30.5
903,11.5,8157,2,30.5
903,11.5,8387,2,30.5
903,11.5,8434,1,30.5
903,11.5,8713,1,30.5
903,11.5,8943,1,30.5
903,12,8066,2,30.5
903,12,8387,2,30.5
903,12,8713,1,30.5
904,12,8203,1,38.49
904,12,8850,1,38.49
904,12,8984,1,38.49
905,7,8318,2,10.99
905,7,8923,2,10.99
905,7,8966,1,10.99
905,7,9002,1,10.99
905,8,8318,2,10.99
