saleid,saledate,customerid,tax,shipping
192689,2014-09-08,730,3.92,9.95
192690,2014-09-09,13368,0,50.76
192691,2014-09-09,13587,0,34.33
192692,2014-09-10,17336,0,45.86
192693,2014-09-10,2083,0,43.59
192694,2014-09-10,10577,0,27.84
192695,2014-09-10,6125,0,9.95
192696,2014-09-11,10534,20.24,38.51
192697,2014-09-11,10339,0,9.95
192698,2014-09-11,6799,0,9.95
192699,2014-09-11,13137,0,9.95
192700,2014-09-11,14818,0,49.64
192701,2014-09-11,7928,0,38.39
192702,2014-09-11,2335,0,9.95
192703,2014-09-12,8555,0,9.95
192704,2014-09-12,5984,0,45.27
192705,2014-09-12,12183,0,9.95
192706,2014-09-13,12408,0,20.91
192707,2014-09-13,13087,0,32.89
192708,2014-09-13,10451,0,9.95
192709,2014-09-13,11936,0,9.95
192710,2014-09-13,14091,0,20.15
192711,2014-09-13,8050,0,37.57
192712,2014-09-13,7148,0,28.94
192713,2014-09-13,13395,0,36.49
192714,2014-09-13,13138,0,46.86
192715,2014-09-14,16672,0,39.27
192716,2014-09-14,14437,0,44.67
192717,2014-09-14,5984,0,18.79
192718,2014-09-14,18426,0,55.93
192719,2014-09-14,13367,0,41.69
192720,2014-09-14,6514,0,37.95
192721,2014-09-14,4488,3.28,9.95
192722,2014-09-14,12597,0,37.79
192723,2014-09-14,6864,0,9.95
192724,2014-09-15,1981,0,48.5
192725,2014-09-15,6864,0,9.95
192726,2014-09-15,11492,0,21.11
192727,2014-09-15,7426,0,20.31
192728,2014-09-15,3124,0,25.8
192729,2014-09-15,14491,0,47.26
192730,2014-09-15,13197,0,9.95
192731,2014-09-15,9123,0,9.95
192732,2014-09-15,1385,0,44.33
192733,2014-09-16,98,0,9.95
192734,2014-09-16,2046,0,38.09
192735,2014-09-16,2903,0,46.26
192736,2014-09-16,5482,0,36.83
192737,2014-09-16,9645,0,45.94
192738,2014-09-16,6287,0,9.95
192739,2014-09-16,3476,0,9.95
192740,2014-09-17,2406,0,39.69
192741,2014-09-17,2050,0,20.51
192742,2014-09-17,8478,0,9.95
192743,2014-09-17,14700,0,9.95
192744,2014-09-17,7094,1.6,9.95
192745,2014-09-17,2334,0,29
192746,2014-09-18,7435,0,9.95
192747,2014-09-18,1985,0,22.11
192748,2014-09-18,6755,0,19.07
192749,2014-09-18,13683,0,44.01
192750,2014-09-18,10287,0,9.95
192751,2014-09-18,15241,5.6,9.95
192752,2014-09-18,7403,0,20.91
192753,2014-09-18,13913,0,9.95
192754,2014-09-18,15923,0,9.95
192755,2014-09-18,8716,0,49.84
192756,2014-09-19,7080,0,27.6
192757,2014-09-19,1670,0,9.95
192758,2014-09-20,10897,0,49.86
192759,2014-09-20,7945,0,19.35
192760,2014-09-20,11860,0,9.95
192761,2014-09-20,2208,0,49.3
192762,2014-09-20,4304,0,35.45
192763,2014-09-20,1664,0,47.68
192764,2014-09-20,9420,0,50.99
192765,2014-09-21,5601,0,41.27
192766,2014-09-21,11018,0,45.23
192767,2014-09-21,3149,0,9.95
192768,2014-09-21,12749,4.08,9.95
192769,2014-09-22,4404,0,9.95
192770,2014-09-22,660,0,33.67
192771,2014-09-23,1678,0,42.73
192772,2014-09-23,1916,0,9.95
192773,2014-09-23,5728,0,20.11
192774,2014-09-24,11513,0,9.95
192775,2014-09-24,16789,0,48.04
192776,2014-09-25,11143,0,19.91
192777,2014-09-25,6307,0,9.95
192778,2014-09-25,1385,0,9.95
192779,2014-09-25,7739,0,20.31
192780,2014-09-25,9954,0,9.95
192781,2014-09-25,7432,1.76,9.95
192782,2014-09-25,17086,0,34.73
192783,2014-09-25,7163,0,46.43
192784,2014-09-25,1208,0,46.88
192785,2014-09-27,9681,0,9.95
192786,2014-09-27,18345,0,45.79
192787,2014-09-27,6851,0,9.95
192788,2014-09-27,12822,3.76,9.95
192789,2014-09-27,7670,0,50.38
192790,2014-09-27,12607,0,9.95
192791,2014-09-27,9682,0,42.39
192792,2014-09-27,13674,0,28.54
192793,2014-09-27,4111,0,39.37
192794,2014-09-27,8555,0,44.66
192795,2014-09-27,16489,45.67,52.82
192796,2014-09-28,5115,0,9.95
192797,2014-09-28,16931,0,9.95
192798,2014-09-28,1172,0,36.81
192799,2014-09-28,9533,0,9.95
192800,2014-09-28,16709,0,9.95
192801,2014-09-28,10305,0,47.76
192802,2014-09-28,16859,0,9.95
192803,2014-09-28,13116,0,9.95
192804,2014-09-28,12057,0,9.95
192805,2014-09-29,13836,0,42.13
192806,2014-09-29,1997,0,9.95
192807,2014-09-29,15620,0,9.95
192808,2014-09-29,14977,0,9.95
192809,2014-09-29,6606,0,48.72
192810,2014-09-29,1081,0,9.95
192811,2014-09-29,6079,0,9.95
192812,2014-09-30,12059,0,47.36
192813,2014-09-30,15970,0,9.95
192814,2014-09-30,16016,0,31.89
192815,2014-09-30,6386,0,9.95
192816,2014-09-30,11967,0,44.29
192817,2014-09-30,6658,0,9.95
192818,2014-10-01,4364,0,27.42
192819,2014-10-01,13097,0,9.95
192820,2014-10-01,5439,0,9.95
192821,2014-10-01,13978,2.64,9.95
192822,2014-10-01,8977,0,44.41
192823,2014-10-01,14047,0,41.35
192824,2014-10-01,7163,0,33.55
192825,2014-10-02,7881,0,21.03
192826,2014-10-02,13167,0,9.95
192827,2014-10-02,2438,0,9.95
192828,2014-10-02,9808,0,51.54
192829,2014-10-02,3218,0,48.44
192830,2014-10-02,6755,0,41.07
192831,2014-10-02,6890,0,20.31
192832,2014-10-02,10205,0,9.95
192833,2014-10-02,1355,0,9.95
192834,2014-10-02,11185,0,46.14
192835,2014-10-03,7367,0,9.95
192836,2014-10-03,7146,0,20.31
192837,2014-10-03,6845,0,54.29
192838,2014-10-03,14956,0,9.95
192839,2014-10-03,4989,0,48.14
192840,2014-10-03,11505,0,47.06
192841,2014-10-03,10232,0,9.95
192842,2014-10-04,16004,0,46.72
192843,2014-10-04,1625,0,37.39
192844,2014-10-04,4059,0,9.95
192845,2014-10-04,3509,0,47.38
192846,2014-10-04,177,0,22.71
192847,2014-10-04,14228,0,9.95
192848,2014-10-04,1874,0,9.95
192849,2014-10-04,12275,0,26.92
192850,2014-10-04,12900,0,9.95
192851,2014-10-05,11359,0,9.95
192852,2014-10-05,14804,0,31.55
192853,2014-10-06,8586,0,38.09
192854,2014-10-06,15684,0,9.95
192855,2014-10-06,14000,0,9.95
192856,2014-10-06,6446,0,27.86
192857,2014-10-06,5240,0,9.95
192858,2014-10-07,7908,41.27,53.39
192859,2014-10-07,8458,0,9.95
192860,2014-10-07,17778,0,49.62
192861,2014-10-07,10324,0,42.95
192862,2014-10-07,3007,0,49.14
192863,2014-10-07,16315,0,40.51
192864,2014-10-07,1767,0,9.95
192865,2014-10-07,14219,0,9.95
192866,2014-10-07,29,0,9.95
192867,2014-10-07,17389,0,47.3
192868,2014-10-07,130,0,43.85
192869,2014-10-08,11290,0,32.93
192870,2014-10-08,10942,0,41.13
192871,2014-10-08,11181,0,18.87
192872,2014-10-09,13587,0,9.95
192873,2014-10-09,6971,0,20.23
192874,2014-10-09,10941,0,9.95
192875,2014-10-09,10339,0,9.95
192876,2014-10-09,14351,0,38.05
192877,2014-10-09,1641,0,56.05
192878,2014-10-09,7163,0,9.95
192879,2014-10-09,9906,0,42.25
192880,2014-10-09,14610,29.99,46.82
192881,2014-10-10,6798,0,42.85
192882,2014-10-10,13787,0,20.99
192883,2014-10-10,12939,0,19.47
192884,2014-10-10,13576,0,32.91
192885,2014-10-10,10077,0,18.71
192886,2014-10-10,9676,0,9.95
192887,2014-10-10,17336,0,9.95
192888,2014-10-10,11779,0,38.85
192889,2014-10-10,13208,0,9.95
192890,2014-10-10,8626,0,9.95
192891,2014-10-11,304,0,9.95
192892,2014-10-11,189,0,9.95
192893,2014-10-11,14921,0,20.59
192894,2014-10-11,10553,0,25.42
192895,2014-10-11,14934,0,27.88
192896,2014-10-11,14470,0,49.38
192897,2014-10-11,294,0,9.95
192898,2014-10-11,4013,0,50.74
192899,2014-10-11,15125,20.32,44.4
192900,2014-10-11,7709,0,9.95
192901,2014-10-12,12901,11.52,20.79
192902,2014-10-12,11018,0,46.3
192903,2014-10-12,11732,0,46.56
192904,2014-10-12,13381,0,9.95
192905,2014-10-12,15114,0,50.9
192906,2014-10-12,9438,0,47.12
192907,2014-10-12,15655,0,9.95
192908,2014-10-12,17021,0,9.95
192909,2014-10-13,8808,0,9.95
192910,2014-10-13,5643,0,35.85
192911,2014-10-13,329,0,39.99
192912,2014-10-13,13617,0,54.23
192913,2014-10-13,304,0,44.42
192914,2014-10-13,8011,0,33.09
192915,2014-10-13,5479,0,36.89
192916,2014-10-13,4059,0,47.01
192917,2014-10-13,8118,0,9.95
192918,2014-10-13,8458,0,19.03
192919,2014-10-13,16852,0,39.65
192920,2014-10-14,16521,5.2,9.95
192921,2014-10-14,4940,0,9.95
192922,2014-10-14,2522,0,9.95
192923,2014-10-14,516,0,9.95
192924,2014-10-14,1096,0,33.73
192925,2014-10-14,13790,0,9.95
192926,2014-10-14,15510,21.84,38.91
192927,2014-10-14,4048,14.4,21.51
192928,2014-10-15,15528,0,9.95
192929,2014-10-15,18001,0,9.95
192930,2014-10-15,9954,0,9.95
192931,2014-10-15,14956,0,9.95
192932,2014-10-15,5971,0,20.65
192933,2014-10-15,5836,0,45.01
192934,2014-10-16,2761,21.52,38.83
192935,2014-10-16,5381,0,9.95
192936,2014-10-16,12,0,39.99
192937,2014-10-16,12795,0,19.35
192938,2014-10-16,4616,0,9.95
192939,2014-10-17,6986,0,9.95
192940,2014-10-18,17733,0,9.95
192941,2014-10-18,18139,0,44.07
192942,2014-10-18,8850,0,9.95
192943,2014-10-18,16047,0,9.95
192944,2014-10-18,835,0,50.04
192945,2014-10-18,8315,0,46.15
192946,2014-10-18,8926,0,19.07
192947,2014-10-18,2891,18.71,44
192948,2014-10-18,15128,0,19.23
192949,2014-10-18,9042,0,9.95
192950,2014-10-19,10800,0,27.84
192951,2014-10-19,6584,0,46.62
192952,2014-10-20,12045,0,9.95
192953,2014-10-21,17852,9.36,26.62
192954,2014-10-21,9865,0,9.95
192955,2014-10-21,18261,0,35.49
192956,2014-10-21,11012,14.4,21.51
192957,2014-10-21,367,0,28.32
192958,2014-10-21,11084,0,46.1
192959,2014-10-21,9102,0,27.9
192960,2014-10-21,6388,0,9.95
192961,2014-10-21,16913,0,9.95
192962,2014-10-22,14919,0,20.03
192963,2014-10-22,15780,0,45.48
192964,2014-10-22,15208,0,9.95
192965,2014-10-22,13696,0,52.51
192966,2014-10-22,9819,6.24,9.95
192967,2014-10-22,3948,0,26.98
192968,2014-10-22,11404,0,19.33
192969,2014-10-23,7717,0,47.76
192970,2014-10-23,7038,0,46.94
192971,2014-10-23,6992,0,9.95
192972,2014-10-23,12345,0,46.92
192973,2014-10-23,3025,0,26.22
192974,2014-10-23,5954,0,19.23
192975,2014-10-23,5812,0,48.62
192976,2014-10-23,12417,0,9.95
192977,2014-10-23,815,0,40.91
192978,2014-10-24,4641,0,43.15
192979,2014-10-24,13058,0,45.99
192980,2014-10-24,11465,0,9.95
192981,2014-10-24,13830,0,9.95
192982,2014-10-24,14512,0,9.95
192983,2014-10-24,2208,0,39.19
192984,2014-10-24,13857,0,35.15
192985,2014-10-25,9796,0,39.11
192986,2014-10-25,8035,0,20.67
192987,2014-10-25,16677,0,9.95
192988,2014-10-25,304,0,18.63
192989,2014-10-25,3158,0,52.47
192990,2014-10-26,16921,0,18.59
192991,2014-10-26,744,0,9.95
192992,2014-10-26,4994,0,46.42
192993,2014-10-26,14700,0,45.52
192994,2014-10-26,9723,0,19.03
192995,2014-10-26,17663,0,49.48
192996,2014-10-26,12665,0,46.7
192997,2014-10-26,11788,0,27.58
192998,2014-10-27,3512,0,9.95
192999,2014-10-27,3993,0,47.34
193000,2014-10-27,4641,0,9.95
193001,2014-10-27,1868,0,43.73
193002,2014-10-28,6409,0,9.95
193003,2014-10-28,9809,0,9.95
193004,2014-10-28,15451,0,26.96
193005,2014-10-28,913,28.72,43.89
193006,2014-10-28,14840,0,41.29
193007,2014-10-28,10483,0,9.95
193008,2014-10-28,3808,0,46.94
193009,2014-10-28,961,0,42.47
193010,2014-10-28,17642,0,20.51
193011,2014-10-28,747,0,38.53
193012,2014-10-28,3825,0,21.51
193013,2014-10-28,4614,0,34.09
193014,2014-10-29,9057,0,33.23
193015,2014-10-29,14857,0,21.51
193016,2014-10-30,16818,0,9.95
193017,2014-10-30,15878,0,9.95
193018,2014-10-30,2103,0,9.95
193019,2014-10-30,17869,0,34.93
193020,2014-10-30,18387,0,37.51
193021,2014-10-30,14901,0,9.95
193022,2014-10-30,15135,0,9.95
193023,2014-10-30,321,0,38.01
193024,2014-10-30,6669,0,44.19
193025,2014-10-31,11549,0,9.95
193026,2014-10-31,18320,28.88,48.62
193027,2014-10-31,14126,0,19.79
193028,2014-10-31,16934,0,9.95
193029,2014-10-31,15121,0,9.95
193030,2014-10-31,18383,0,19.61
193031,2014-10-31,10249,0,23.11
193032,2014-11-01,14888,0,9.95
193033,2014-11-01,4163,0,9.95
193034,2014-11-01,7479,29.11,46.6
193035,2014-11-02,7452,0,46.05
193036,2014-11-02,5683,0,40.27
193037,2014-11-02,10429,0,9.95
193038,2014-11-02,637,0,9.95
193039,2014-11-02,8223,0,9.95
193040,2014-11-02,4925,0,35.47
193041,2014-11-02,5285,0,9.95
193042,2014-11-02,2547,0,46.76
193043,2014-11-02,5257,0,37.53
193044,2014-11-02,10422,0,51.79
193045,2014-11-02,4803,0,9.95
193046,2014-11-03,11980,0,9.95
193047,2014-11-03,10897,0,48.74
193048,2014-11-03,7739,0,39.57
193049,2014-11-03,10492,0,9.95
193050,2014-11-03,4616,0,9.95
193051,2014-11-03,10207,0,9.95
193052,2014-11-03,1484,0,9.95
193053,2014-11-03,7467,0,9.95
193054,2014-11-03,12078,0,43.15
193055,2014-11-03,8908,0,9.95
193056,2014-11-03,11395,0,9.95
193057,2014-11-04,18278,0,18.83
193058,2014-11-04,11825,0,41.09
193059,2014-11-04,13659,33.83,47.78
193060,2014-11-04,10793,0,19.73
193061,2014-11-04,14603,0,9.95
193062,2014-11-04,6788,0,9.95
193063,2014-11-04,10600,0,9.95
193064,2014-11-04,13715,2.4,9.95
193065,2014-11-04,955,0,47.52
193066,2014-11-04,15124,0,32.77
193067,2014-11-04,8490,0,19.31
193068,2014-11-04,7287,0,9.95
193069,2014-11-05,3612,0,20.71
193070,2014-11-05,4117,0,9.95
193071,2014-11-05,15262,0,9.95
193072,2014-11-05,957,0,9.95
193073,2014-11-05,14396,0,45.37
193074,2014-11-06,13921,0,52.6
193075,2014-11-06,791,0,19.95
193076,2014-11-06,8475,0,9.95
193077,2014-11-06,16550,0,50.72
193078,2014-11-06,14483,0,9.95
193079,2014-11-06,96,0,9.95
193080,2014-11-06,3448,0,20.23
193081,2014-11-07,3338,0,49.88
193082,2014-11-07,13410,0,9.95
193083,2014-11-07,7722,0,9.95
193084,2014-11-07,15749,0,19.55
193085,2014-11-07,1846,0,20.11
193086,2014-11-07,183,0,33.85
193087,2014-11-07,10477,0,9.95
193088,2014-11-07,12099,0,9.95
193089,2014-11-08,10487,0,9.95
193090,2014-11-08,17132,0,46.96
193091,2014-11-09,8587,0,9.95
193092,2014-11-09,5082,0,46.86
193093,2014-11-09,14012,0,9.95
193094,2014-11-09,13920,0,55.43
193095,2014-11-09,9102,0,9.95
193096,2014-11-09,5795,0,39.85
193097,2014-11-10,2605,3.2,9.95
193098,2014-11-10,16975,0,9.95
193099,2014-11-11,7869,0,38.13
193100,2014-11-11,1133,0,44.47
193101,2014-11-11,15956,12.88,21.13
193102,2014-11-11,16151,0,18.79
193103,2014-11-11,1678,0,9.95
193104,2014-11-11,7149,0,49.72
193105,2014-11-11,6854,0,25.88
193106,2014-11-11,15628,0,9.95
193107,2014-11-11,3896,0,46.86
193108,2014-11-12,4946,0,45.53
193109,2014-11-12,1320,0,39.15
193110,2014-11-12,8214,0,45.4
193111,2014-11-12,9974,7.2,9.95
193112,2014-11-12,16944,9.28,31.69
193113,2014-11-12,14579,0,9.95
193114,2014-11-12,2988,0,9.95
193115,2014-11-12,10423,0,9.95
193116,2014-11-12,14396,0,34.81
193117,2014-11-12,7111,0,9.95
193118,2014-11-12,5208,0,9.95
193119,2014-11-13,1130,0,9.95
193120,2014-11-13,17778,0,43.89
193121,2014-11-13,9940,0,33.21
193122,2014-11-13,9154,11.2,20.71
193123,2014-11-13,7993,0,9.95
193124,2014-11-13,8072,0,48.38
193125,2014-11-13,5712,0,9.95
193126,2014-11-13,8061,0,39.59
193127,2014-11-13,15163,0,19.03
193128,2014-11-13,9642,0,9.95
193129,2014-11-14,5139,0,51.97
193130,2014-11-14,1440,0,9.95
193131,2014-11-14,3119,0,48.64
193132,2014-11-14,15402,0,42.91
193133,2014-11-14,14595,0,31.13
193134,2014-11-15,8478,0,54.67
193135,2014-11-15,8659,0,48.32
193136,2014-11-15,17526,0,9.95
193137,2014-11-15,1440,0,9.95
193138,2014-11-15,14012,0,9.95
193139,2014-11-15,11648,5.28,9.95
193140,2014-11-15,7928,0,49.34
193141,2014-11-16,4946,0,44.63
193142,2014-11-16,7807,0,9.95
193143,2014-11-16,2830,0,27.9
193144,2014-11-16,6516,0,9.95
193145,2014-11-16,3306,0,9.95
193146,2014-11-16,11281,0,31.65
193147,2014-11-16,14707,0,9.95
193148,2014-11-16,10199,0,9.95
193149,2014-11-16,6014,3.92,9.95
193150,2014-11-16,2609,0,49.06
193151,2014-11-16,11419,0,9.95
193152,2014-11-17,11033,0,9.95
193153,2014-11-17,14695,0,9.95
193154,2014-11-17,4640,0,9.95
193155,2014-11-17,12724,0,9.95
193156,2014-11-17,15067,0,9.95
193157,2014-11-17,2281,0,9.95
193158,2014-11-17,15075,0,9.95
193159,2014-11-17,7977,8.8,20.11
193160,2014-11-17,4436,0,34.35
193161,2014-11-17,1258,0,9.95
193162,2014-11-18,6118,0,9.95
193163,2014-11-18,16804,0,9.95
193164,2014-11-18,13836,0,9.95
193165,2014-11-18,1884,0,27.72
193166,2014-11-18,10092,0,9.95
193167,2014-11-18,6995,17.76,33.81
193168,2014-11-18,18123,0,49.5
193169,2014-11-18,9273,0,27.8
193170,2014-11-18,1385,0,9.95
193171,2014-11-18,13089,5.6,9.95
193172,2014-11-18,2563,0,47.58
193173,2014-11-18,1320,0,47.1
193174,2014-11-19,14075,0,9.95
193175,2014-11-19,11091,0,9.95
193176,2014-11-19,4186,0,43.43
193177,2014-11-19,15070,0,9.95
193178,2014-11-19,7452,0,9.95
193179,2014-11-19,15081,0,40.87
193180,2014-11-19,17936,0,9.95
193181,2014-11-19,4984,0,45.62
193182,2014-11-19,13039,0,46.32
193183,2014-11-19,3365,0,20.11
193184,2014-11-19,16293,0,9.95
193185,2014-11-20,14246,0,50.91
193186,2014-11-20,7728,0,9.95
193187,2014-11-20,9447,0,9.95
193188,2014-11-20,8072,0,9.95
193189,2014-11-20,8390,0,34.87
193190,2014-11-20,12749,8.64,26.44
193191,2014-11-20,1172,0,9.95
193192,2014-11-20,11732,0,9.95
193193,2014-11-20,3483,0,9.95
193194,2014-11-20,4407,0,18.63
193195,2014-11-20,14209,0,21.11
193196,2014-11-20,13088,0,9.95
193197,2014-11-21,3553,0,9.95
193198,2014-11-21,10286,0,9.95
193199,2014-11-21,5928,0,9.95
193200,2014-11-21,5731,0,27.58
193201,2014-11-22,16905,0,9.95
193202,2014-11-22,15558,0,46.18
193203,2014-11-22,8943,0,46.2
193204,2014-11-22,12872,0,49.52
193205,2014-11-22,14869,0,9.95
193206,2014-11-22,17273,0,27.3
193207,2014-11-22,10570,0,21.51
193208,2014-11-22,727,37.2,48.62
193209,2014-11-22,1884,0,42.47
193210,2014-11-22,162,0,9.95
193211,2014-11-22,14869,0,9.95
193212,2014-11-23,18372,0,9.95
193213,2014-11-23,14182,0,39.69
193214,2014-11-23,8746,0,39.57
193215,2014-11-23,11366,0,9.95
193216,2014-11-23,16320,0,9.95
193217,2014-11-23,11185,0,33.97
193218,2014-11-23,1224,0,46.49
193219,2014-11-23,3171,0,26.7
193220,2014-11-23,8072,0,9.95
193221,2014-11-23,2517,0,26.6
193222,2014-11-23,3025,0,50.32
193223,2014-11-23,15815,0,49.08
193224,2014-11-23,16287,0,9.95
193225,2014-11-24,15990,0,39.53
193226,2014-11-24,4994,0,9.95
193227,2014-11-24,961,0,39.83
193228,2014-11-24,10937,0,35.47
193229,2014-11-24,5098,0,20.91
193230,2014-11-24,3257,0,19.11
193231,2014-11-24,14383,0,9.95
193232,2014-11-24,8791,0,47.54
193233,2014-11-24,6311,0,45.47
193234,2014-11-24,868,0,9.95
193235,2014-11-24,13155,0,51.31
193236,2014-11-24,12671,0,9.95
193237,2014-11-24,2724,22,38.95
193238,2014-11-25,14451,0,9.95
193239,2014-11-25,14057,0,45.77
193240,2014-11-25,3122,0,20.71
193241,2014-11-25,8072,0,21.91
193242,2014-11-25,13719,0,49.06
193243,2014-11-26,16554,22.16,42.25
193244,2014-11-26,7287,0,38.17
193245,2014-11-26,14855,0,9.95
193246,2014-11-26,5661,0,28.12
193247,2014-11-26,7565,0,9.95
193248,2014-11-26,16586,0,33.89
193249,2014-11-26,16119,0,26.46
193250,2014-11-26,592,15.2,21.71
193251,2014-11-26,15128,0,33.03
193252,2014-11-26,14831,21.6,38.85
193253,2014-11-26,12742,0,9.95
193254,2014-11-26,17336,0,20.71
193255,2014-11-26,2438,0,9.95
193256,2014-11-26,17782,0,54.91
193257,2014-11-27,6614,0,52.38
193258,2014-11-27,162,0,34.91
193259,2014-11-27,15163,0,9.95
193260,2014-11-27,12265,20.08,38.47
193261,2014-11-27,15964,0,33.95
193262,2014-11-27,13914,0,47.88
193263,2014-11-27,16943,0,34.87
193264,2014-11-28,12397,0,9.95
193265,2014-11-28,15733,0,22.71
193266,2014-11-28,3437,0,9.95
193267,2014-11-28,11814,0,9.95
193268,2014-11-28,1791,0,9.95
193269,2014-11-28,509,0,9.95
193270,2014-11-28,15269,0,9.95
193271,2014-11-28,7452,0,9.95
193272,2014-11-28,18387,0,20.07
193273,2014-11-29,9800,0,46.7
193274,2014-11-29,12275,0,9.95
193275,2014-11-29,3388,0,9.95
193276,2014-11-29,6845,0,20.31
193277,2014-11-29,12976,0,9.95
193278,2014-11-29,14716,0,48.64
193279,2014-11-29,17945,13.52,36.83
193280,2014-11-29,11409,0,9.95
193281,2014-11-29,2401,0,9.95
193282,2014-11-30,7895,2.4,9.95
193283,2014-11-30,13221,0,19.39
193284,2014-11-30,2434,0,46.96
193285,2014-11-30,2208,0,49.62
193286,2014-11-30,13863,0,18.79
193287,2014-11-30,5661,0,32.89
193288,2014-11-30,18278,0,9.95
193289,2014-11-30,3633,0,20.47
193290,2014-11-30,1002,0,19.67
193291,2014-11-30,7301,0,19.91
193292,2014-11-30,15733,0,51.33
193293,2014-11-30,5850,0,9.95
193294,2014-11-30,3876,0,9.95
193295,2014-11-30,3572,0,19.05
193296,2014-11-30,5830,0,52.76
193297,2014-11-30,1118,0,9.95
193298,2014-12-01,2724,8,9.95
193299,2014-12-01,15401,0,29.62
193300,2014-12-01,5386,0,9.95
193301,2014-12-01,209,0,36.17
193302,2014-12-01,2963,0,49.6
193303,2014-12-01,2974,0,18.63
193304,2014-12-01,3356,0,9.95
193305,2014-12-01,8659,0,43.61
193306,2014-12-01,15032,0,9.95
193307,2014-12-01,681,0,27.72
193308,2014-12-01,11390,0,26.28
193309,2014-12-01,1394,20.8,34.57
193310,2014-12-01,1916,0,55.21
193311,2014-12-01,17970,0,34.07
193312,2014-12-02,2185,0,9.95
193313,2014-12-02,3483,0,9.95
193314,2014-12-02,17371,0,20.71
193315,2014-12-02,1082,0,45.87
193316,2014-12-02,15849,0,46.97
193317,2014-12-02,15176,0,9.95
193318,2014-12-02,17389,0,35.99
193319,2014-12-02,3475,0,9.95
193320,2014-12-02,10028,0,44.33
193321,2014-12-02,5278,0,45.07
193322,2014-12-02,15992,0,18.75
193323,2014-12-03,11073,0,9.95
193324,2014-12-03,3258,0,42.31
193325,2014-12-03,14473,0,45.58
193326,2014-12-03,5886,0,19.23
193327,2014-12-03,4428,0,9.95
193328,2014-12-03,440,0,49.04
193329,2014-12-03,6931,0,47.4
193330,2014-12-03,12963,0,9.95
193331,2014-12-03,12647,0,9.95
193332,2014-12-04,2261,0,53.17
193333,2014-12-04,13395,0,9.95
193334,2014-12-04,11580,0,35.07
193335,2014-12-04,9133,0,43.91
193336,2014-12-04,10843,27.84,43.67
193337,2014-12-04,13782,0,9.95
193338,2014-12-05,8438,0,9.95
193339,2014-12-05,6138,0,19.03
193340,2014-12-05,18166,0,38.13
193341,2014-12-05,13137,0,47.68
193342,2014-12-05,13135,0,19.51
193343,2014-12-05,17336,0,9.95
193344,2014-12-05,5005,0,34.61
193345,2014-12-06,15394,0,45.94
193346,2014-12-06,3025,0,32.97
193347,2014-12-06,9469,0,48.08
193348,2014-12-06,7090,0,50.1
193349,2014-12-06,16495,0,52.5
193350,2014-12-06,3210,0,40.95
193351,2014-12-07,6268,0,9.95
193352,2014-12-07,13171,0,46.98
193353,2014-12-07,3509,0,18.83
193354,2014-12-07,4325,0,9.95
193355,2014-12-08,17477,0,33.75
193356,2014-12-08,8753,0,9.95
193357,2014-12-08,376,0,20.31
193358,2014-12-08,5479,0,33.37
193359,2014-12-08,11252,0,44.82
193360,2014-12-08,17509,27.03,46.08
193361,2014-12-08,213,0,42.39
193362,2014-12-08,11382,0,41.41
193363,2014-12-09,17483,0,49.2
193364,2014-12-09,18002,0,38.69
193365,2014-12-09,7317,27.6,46.22
193366,2014-12-09,9982,0,46.32
193367,2014-12-09,6409,0,38.47
193368,2014-12-09,9203,0,9.95
193369,2014-12-09,18221,0,9.95
193370,2014-12-10,3161,0,47.76
193371,2014-12-10,15167,0,9.95
193372,2014-12-10,17839,0,34.35
193373,2014-12-10,14919,0,9.95
193374,2014-12-10,15717,8,9.95
193375,2014-12-10,10800,0,43.99
193376,2014-12-10,1901,0,9.95
193377,2014-12-10,2587,0,9.95
193378,2014-12-10,757,0,19.59
193379,2014-12-10,10937,0,38.89
193380,2014-12-10,7252,0,34.35
193381,2014-12-11,6375,0,29.34
193382,2014-12-11,2092,0,39.09
193383,2014-12-11,17553,0,9.95
193384,2014-12-11,10712,0,39.29
193385,2014-12-11,4344,0,9.95
193386,2014-12-11,6273,2.24,18.47
193387,2014-12-11,2133,0,33.73
193388,2014-12-11,815,0,9.95
193389,2014-12-11,8947,0,47.3
193390,2014-12-11,5794,0,33.85
193391,2014-12-11,15732,0,9.95
193392,2014-12-11,16785,0,28.02
193393,2014-12-12,15400,0,9.95
193394,2014-12-12,1948,0,20.91
193395,2014-12-12,13028,0,19.97
193396,2014-12-12,1665,0,9.95
193397,2014-12-12,12528,0,9.95
193398,2014-12-12,4303,0,32.27
193399,2014-12-12,13618,0,33.59
193400,2014-12-12,15878,0,9.95
193401,2014-12-12,12607,0,9.95
193402,2014-12-12,16355,0,9.95
193403,2014-12-12,3624,0,52.77
193404,2014-12-12,5137,0,9.95
193405,2014-12-13,17869,0,9.95
193406,2014-12-13,16845,19.2,22.71
193407,2014-12-13,17349,0,41.35
193408,2014-12-13,18085,0,32.89
193409,2014-12-13,6574,0,35.85
193410,2014-12-13,9454,0,9.95
193411,2014-12-13,5995,0,9.95
193412,2014-12-13,16431,0,39.11
193413,2014-12-13,10172,35.52,48.2
193414,2014-12-13,14398,0,38.43
193415,2014-12-13,5135,0,35.67
193416,2014-12-13,790,0,19.07
193417,2014-12-13,11582,0,9.95
193418,2014-12-13,15342,0,42.93
193419,2014-12-13,249,0,9.95
193420,2014-12-13,12600,0,9.95
